Publisher Name,Publisher Registry Id,Transaction - Commitment (with valid data),Transaction - Disbursement or Expenditure (with valid data),Transaction - Traceability (with valid data),Budget (with valid data),Average (with valid data),Transaction - Commitment (with any data),Transaction - Disbursement or Expenditure (with any data),Transaction - Traceability (with any data),Budget (with any data),Average (with any data)
ELEVATE Hong Kong Holdings Limited,elevatelimited,-,-,-,-,0.0,-,-,-,-,0.0
Elrha,elrha,66.66666666666666,100.0,33.33333333333333,100.0,75.0,66.66666666666666,100.0,33.33333333333333,100.0,75.0
Elton John AIDS Foundation,ejaf,-,-,-,-,0.0,-,-,-,-,0.0
Emissa,emissa,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Emmanuel International UK,eiuk,-,-,-,-,0.0,-,-,-,-,0.0
EMMS International,emms,0.0,95.45454545454545,50.0,69.56521739130434,53.754940711462446,0.0,95.45454545454545,50.0,69.56521739130434,53.754940711462446
Energy 4 Impact,e4i,0.0,50.0,100.0,50.0,50.0,0.0,50.0,100.0,50.0,50.0
Energy Saving Trust,energy_saving_trust,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EngenderHealth,ehorg,50.0,100.0,0.0,100.0,62.5,50.0,100.0,0.0,100.0,62.5
EngenderHealth Ethiopia,engenderhealth_eth,100.0,100.0,0.0,50.0,62.5,100.0,100.0,0.0,50.0,62.5
Engineers Without Borders Canada,ewb_canada,0.0,100.0,0.0,50.0,37.5,0.0,100.0,0.0,50.0,37.5
Enhanced Integrated Framework,eif,50.0,0.0,-,100.0,37.5,50.0,0.0,-,100.0,37.5
Enroot,nroot,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
"Entiqal for Training ""Partners for Good""",pfg,-,-,-,-,0.0,-,-,-,-,0.0
Entraide et Fraternité,ef_,20.0,100.0,100.0,100.0,80.0,20.0,100.0,100.0,100.0,80.0
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,0.0,0.0,-,83.33333333333334,20.833333333333336,0.0,0.0,-,83.33333333333334,20.833333333333336
Equality Fund,ef,0.0,100.0,-,0.0,25.0,0.0,100.0,-,0.0,25.0
Equality Now,e_n,100.0,100.0,20.0,100.0,80.0,100.0,100.0,20.0,100.0,80.0
Equatorial Power Limited,ep,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
equileap,equileap,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Ethical Trading Initiative,eti,75.0,100.0,75.0,100.0,87.5,75.0,100.0,75.0,100.0,87.5
Ethiopiaid Ireland,ethiopiaidireland,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
Ethiopiaid UK,ethiopiaiduk,0.0,94.73684210526315,100.0,5.263157894736842,50.0,0.0,94.73684210526315,100.0,5.263157894736842,50.0
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,-,-,-,-,0.0,-,-,-,-,0.0
Ethiopian Public Health Association,epha,-,-,-,-,0.0,-,-,-,-,0.0
Ethiopian Women Lawyers Association,ewla,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ethiopian Women with Disabilities National Assocation,ewdna2025,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Eurasia Partnership Foundation,epf,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
European Bank for Reconstruction and Development,ebrd,100.0,22.63779527559055,100.0,34.99197431781702,64.40744239835189,100.0,22.63779527559055,100.0,34.99197431781702,64.40744239835189
European Commission - Humanitarian Aid & Civil Protection,ec-echo,100.0,99.8069498069498,100.0,100.0,99.95173745173744,100.0,99.8069498069498,100.0,100.0,99.95173745173744
European Commission - International Partnerships,ec-intpa,97.05456301303718,94.35466494290023,100.0,88.33358422399519,94.93570304498314,97.05456301303718,94.35466494290023,100.0,88.33358422399519,94.93570304498314
European Commission - Neighbourhood and Enlargement Negotiations,ec-near,90.91614906832298,93.94683026584867,100.0,88.93454652186674,93.4493814640096,90.91614906832298,93.94683026584867,100.0,88.93454652186674,93.4493814640096
European Commission - Service for Foreign Policy Instruments,ec-fpi,82.82442748091603,96.996996996997,100.0,0.0,69.95535611947825,82.82442748091603,96.996996996997,100.0,0.0,69.95535611947825
European Forest Institute,efi,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
European Institute of Peace,eip,0.0,0.0,-,14.285714285714285,3.571428571428571,0.0,0.0,-,14.285714285714285,3.571428571428571
European Investment Bank,eib,100.0,5.831903945111493,-,100.0,51.45797598627787,100.0,5.831903945111493,-,100.0,51.45797598627787
European Journalism Centre,ejc,70.0,100.0,100.0,100.0,92.5,70.0,100.0,100.0,100.0,92.5
Eve Organization for Women Development,eveowd,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EveryChild,evc,-,-,-,-,0.0,-,-,-,-,0.0
Excellent Development,excellent,-,-,-,-,0.0,-,-,-,-,0.0
Exeter Ethiopia Link,eel,-,-,-,-,0.0,-,-,-,-,0.0
Fair Wear Foundation,fwf,10.0,100.0,100.0,100.0,77.5,10.0,100.0,100.0,100.0,77.5
FairChain Foundation,fc-f,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Fairfood International,fairfood,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Fairtrade Belgium,fairtrade_be,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Fairtrade Labelling Organizations International e.V.,fairtrade_international,-,-,-,-,0.0,-,-,-,-,0.0
Faith to Action Network,f2a,50.0,80.0,100.0,100.0,82.5,50.0,80.0,100.0,100.0,82.5
Family Aids Caring Trust,fact,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Family Counseling and Development Foundation,fcdf,100.0,-,100.0,100.0,75.0,100.0,-,100.0,100.0,75.0
Family Guidance Association of Ethiopia,fgae_ethiopia,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Family Life Education Program,flepuganda,-,-,-,-,0.0,-,-,-,-,0.0
Farm Africa,fa,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,75.0
Farm Concern International,fci,-,-,-,-,0.0,-,-,-,-,0.0
Fauna & Flora International,ffi_publisher,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Federation of Women Lawyers Kenya,fida,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
fedesarrollo,fedesarrollo,-,-,-,-,0.0,-,-,-,-,0.0
Feed the Minds,ftm-291333,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Female,female,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
FHI360,fhi360,0.0,33.33333333333333,0.0,100.0,33.33333333333333,0.0,33.33333333333333,0.0,100.0,33.33333333333333
Fiabel,fiabel,-,-,-,-,0.0,-,-,-,-,0.0
FIAN Belgium,fian-belgium,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Field Ready, USA",field_ready,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Fiftyfifty,fiftyfifty-lb,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Fight for Humanity,ffh,0.0,-,0.0,100.0,25.0,0.0,-,0.0,100.0,25.0
Fight Hunger Foundation,fhf,-,-,-,-,0.0,-,-,-,-,0.0
Financial Sector Deepening Trust (Kenya),fsdk,0.0,25.0,0.0,100.0,31.25,0.0,25.0,0.0,100.0,31.25
Financial Sector Deepening Uganda,fsduganda,-,-,-,-,0.0,-,-,-,-,0.0
FIND,finddiagnostics,66.66666666666666,100.0,0.0,100.0,66.66666666666666,66.66666666666666,100.0,0.0,100.0,66.66666666666666
Find Your Feet,fyf,100.0,100.0,0.0,66.66666666666666,66.66666666666666,100.0,100.0,0.0,100.0,75.0
Finland - Ministry for Foreign Affairs,finland_mfa,33.64485981308411,92.65536723163842,100.0,49.532710280373834,68.9582343312741,33.64485981308411,92.65536723163842,100.0,49.532710280373834,68.9582343312741
Finn Church Aid (Kirkon Ulkomaanapu sr),fca,-,-,-,-,0.0,-,-,-,-,0.0
FMDQ Group PLC,fmdqgroupplc_2013,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
FMO,fmo,100.0,0.0,100.0,0.0,50.0,100.0,0.0,100.0,0.0,50.0
FONCABA ASBL KBA VZW,foncaba,-,-,-,-,0.0,-,-,-,-,0.0
Fondation Hirondelle,fh_ch,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Fondo Centroamericano de Mujeres,fcam,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,fos,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Food and Agriculture Organization of the United Nations (FAO),fao,99.5995995995996,98.34123222748815,0.0,100.0,74.48520795677194,99.5995995995996,98.34123222748815,0.0,100.0,74.48520795677194
Food for the Hungry UK,fh,-,-,-,-,0.0,-,-,-,-,0.0
Forest Trends Association,forest-trends,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Forests Monitor,fm,-,-,-,-,0.0,-,-,-,-,0.0
Forests of the World,fowdk,0.0,81.81818181818183,90.9090909090909,0.0,43.18181818181819,0.0,81.81818181818183,90.9090909090909,0.0,43.18181818181819
Forever Sabah,fs,-,-,-,-,0.0,-,-,-,-,0.0
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),iza,0.0,85.18518518518519,100.0,0.0,46.2962962962963,0.0,85.18518518518519,100.0,0.0,46.2962962962963
Forum for Africa Women Educationalist Regional Secretariat,fawe-rs,83.33333333333334,83.33333333333334,100.0,100.0,91.66666666666667,83.33333333333334,83.33333333333334,100.0,100.0,91.66666666666667
forum for women in democracy,fowode,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,fucid,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Fosera Solarsystems GmbH & Co. KG aA,fosaa,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Foundation for Social Improvement,the_fsi,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
France - Ministry for Europe and Foreign Affairs,france,-,-,-,-,0.0,-,-,-,-,0.0
FRANK Water,frankwater,-,-,-,-,0.0,-,-,-,-,0.0
Free a Girl,freeagirl,25.0,-,-,100.0,31.25,25.0,-,-,100.0,31.25
Free Press Unlimited,free_press_unlimited,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,49.99999999999999,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,49.99999999999999
Freedom Forum,ff,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
Friends of Kipkelion,kipkelion,-,-,-,-,0.0,-,-,-,-,0.0
Friends of Publish What You Fund,friendsofpwyf,0.0,100.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,25.0
"Friends of the Earth England, Wales and Northern Ireland",foe_ewni,-,-,-,-,0.0,-,-,-,-,0.0
Friends of the Earth International,foei,50.0,100.0,100.0,100.0,87.5,50.0,100.0,100.0,100.0,87.5
Friends of the Earth-Ghana,foe-ghana,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Friendship,fb_2023,-,-,-,-,0.0,-,-,-,-,0.0
Frontclear,frontclear_ftap,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Frontline AIDS,f-aids,100.0,100.0,50.0,78.57142857142857,82.14285714285714,100.0,100.0,50.0,78.57142857142857,82.14285714285714
Frères des Hommes,fdhommes,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
FSD Africa,fsdafrica,0.0,57.57575757575758,100.0,96.96969696969697,63.63636363636363,0.0,57.57575757575758,100.0,96.96969696969697,63.63636363636363
Fundacion Acceso,fundacion-acceso,-,-,-,-,0.0,-,-,-,-,0.0
Fundacion Pacto Especializada en el Apoyo de Iniciativas Sociales,feadin,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Fundación Avina,fundacionavina,100.0,100.0,75.0,100.0,93.75,100.0,100.0,75.0,100.0,93.75
Fundación de Antropología Forense de Guatemala,fafg,-,-,-,-,0.0,-,-,-,-,0.0
Fundación Fondo Mujeres del Sur,fms,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Fundación Gaia Amazonas,gaia,100.0,100.0,50.0,100.0,87.5,100.0,100.0,50.0,100.0,87.5
Fundación Oriéntame,orientame,100.0,100.0,100.0,0.0,75.0,100.0,100.0,100.0,0.0,75.0
Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG),fipag,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
GALZ,galz,33.33333333333333,100.0,100.0,100.0,83.33333333333333,33.33333333333333,100.0,100.0,100.0,83.33333333333333
Gates Foundation,bmgf,100.0,99.927060539752,100.0,100.0,99.981765134938,100.0,99.927060539752,100.0,100.0,99.981765134938
Gatsby Africa,ga,0.0,100.0,-,125.0,56.25,0.0,100.0,-,125.0,56.25
"Gavi, the vaccine alliance",gavi,100.0,99.3975903614458,100.0,100.0,99.84939759036145,100.0,99.3975903614458,100.0,100.0,99.84939759036145
GEF Secretariat,gef,100.0,87.02490170380078,-,44.303797468354425,57.832174793038796,100.0,87.02490170380078,-,44.303797468354425,57.832174793038796
GEMS Education Solutions,mgcubed,-,-,-,-,0.0,-,-,-,-,0.0
Gender at Work,genderatwork,71.42857142857143,100.0,100.0,100.0,92.85714285714286,71.42857142857143,100.0,100.0,100.0,92.85714285714286
Gender Equality Network,gen,-,-,-,-,0.0,-,-,-,-,0.0
Gender Links,gl,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Geneva International Centre for Humanitarian Demining,gichd,12.5,87.5,0.0,87.5,46.875,12.5,87.5,0.0,87.5,46.875
Genome Research Limited,grl,100.0,0.0,-,200.0,75.0,100.0,0.0,-,200.0,75.0
GEOMOUN ASBL,geomoun,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
George Institute for Global Health,tgi_india,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Germany - Federal Foreign Office,fo_germany,61.76470588235294,61.76470588235294,-,100.0,55.88235294117647,61.76470588235294,61.76470588235294,-,100.0,55.88235294117647
Germany - Ministry for Economic Cooperation and Development,bmz,100.0,94.9468085106383,100.0,98.43787264488432,98.34617028888067,100.0,94.9468085106383,100.0,98.43787264488432,98.34617028888067
Germany GIZ Non BMZ,giz,100.0,0.0,0.0,100.0,50.0,100.0,0.0,0.0,100.0,50.0
GHANA NETHERLANDS BUSINESS & CULTURE COUNCIL,gnbcc,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Girls Not Brides: The Global Partnership to End Child Marriage,girlsnotbrides,-,-,-,-,0.0,-,-,-,-,0.0
Girls’ Education Challenge – Fund Manager PwC,gecfundmanagerpwc,50.0,-,-,100.0,37.5,50.0,-,-,100.0,37.5
Giro555 (Stichting Samenwerkende Hulporganisaties),giro555,80.0,100.0,25.0,80.0,71.25,80.0,100.0,25.0,80.0,71.25
GiveDirectly,givedirectly,-,-,-,-,0.0,-,-,-,-,0.0
Global Action Nepal,gan,-,-,-,-,0.0,-,-,-,-,0.0
Global Alliance for Livestock Veterinary Medicines,galvmed,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Global Alliance for TB Drug Development,tb-a,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Global Anaesthesia Development Partnerships,gadp,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Global Antibiotic Research and Development Partnership,gardp,0.0,100.0,100.0,23.52941176470588,55.88235294117647,0.0,100.0,100.0,23.52941176470588,55.88235294117647
Global Canopy,globalcanopy,-,-,-,-,0.0,-,-,-,-,0.0
Global Disability Innovation Hub,gdihub,-,-,-,-,0.0,-,-,-,-,0.0
Global Focus,globaltfokus,0.0,0.0,100.0,0.0,25.0,0.0,0.0,100.0,0.0,25.0
Global Fund for Community Foundations,gfcf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Global Fund to End Modern Slavery,gfems,0.0,90.0,0.0,100.0,47.5,0.0,90.0,0.0,100.0,47.5
Global Green Growth Institute (GGGI),gggi,0.0,97.49303621169916,0.0,100.0,49.373259052924794,0.0,97.49303621169916,0.0,100.0,49.373259052924794
Global Impact Investing Network,giin,50.0,100.0,50.0,100.0,75.0,50.0,100.0,50.0,100.0,75.0
Global Innovation Fund,gif,0.0,97.05882352941177,-,25.0,30.514705882352942,0.0,97.05882352941177,-,25.0,30.514705882352942
Global Integrity,gi,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Global Network of People Living with HIV (GNP+),gnpplus,38.46153846153847,100.0,0.0,84.61538461538461,55.76923076923077,38.46153846153847,100.0,0.0,84.61538461538461,55.76923076923077
Global Network of Sex Work Projects (NSWP),nswp,-,-,-,-,0.0,-,-,-,-,0.0
Global Partnership for Education,gpe,-,-,-,-,0.0,-,-,-,-,0.0
Global Rights Compliance Foundation,grc2018,0.0,90.32258064516128,-,96.7741935483871,46.774193548387096,0.0,90.32258064516128,-,96.7741935483871,46.774193548387096
Global Shea Alliance,globalshea,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Global Water Partnership,gwp,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Global Witness,globalwitness,-,-,-,-,0.0,-,-,-,-,0.0
GlobalGiving.org,globalgiving,-,-,-,-,0.0,-,-,-,-,0.0
GOAL,goal,100.0,50.0,0.0,100.0,62.5,100.0,50.0,0.0,100.0,62.5
GOGLA - Global Off-Grid Lighting Association,gogla,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
GoodWeave International,goodweave_intl,-,-,-,-,0.0,-,-,-,-,0.0
Goree Institute,gorin,-,-,-,-,0.0,-,-,-,-,0.0
Gorongosa Restoration Project,grp,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
GPPAC Foundation,gppac,100.0,-,-,100.0,50.0,100.0,-,-,100.0,50.0
Grand Bargain Test,wrgb,-,-,-,-,0.0,-,-,-,-,0.0
Grand Challenges Canada,hgc,100.0,0.0,0.0,100.0,50.0,100.0,0.0,0.0,100.0,50.0
Greater Virunga Transboundary Collaboration,gvtc,-,-,-,-,0.0,-,-,-,-,0.0
Greece - Ministry of Foreign Affairs,greece_mfa,-,-,-,-,0.0,-,-,-,-,0.0
Ground Truth Solutions,ground-truth-solutions,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Groupe Pivot Santé Population,gpsp-org,-,-,-,-,0.0,-,-,-,-,0.0
Grow Asia,growasia,-,-,-,-,0.0,-,-,-,-,0.0
Grow Movement,growmovement_admin,50.0,0.0,0.0,100.0,37.5,50.0,0.0,0.0,100.0,37.5
GSMA Foundation,gsma_foundation,100.0,0.0,-,0.0,25.0,100.0,0.0,-,0.0,25.0
Gulu University,guluuni,-,-,-,-,0.0,-,-,-,-,0.0
Guttmacher Institute,guttmacher,-,-,-,-,0.0,-,-,-,-,0.0
Hagar International UK,hagar_uk,-,-,-,-,0.0,-,-,-,-,0.0
Haiti Hospital Appeal,hha,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
"Hala Systems, Inc.",hala_systems,-,-,-,-,0.0,-,-,-,-,0.0
Hand in Hand International,handinhand,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Handicap International Belgique,hib,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Handicap International Federation,hi_fed,0.0,60.0,66.66666666666666,100.0,56.666666666666664,0.0,60.0,66.66666666666666,100.0,56.666666666666664
Handicap International UK,hiuk,31.25,37.5,45.45454545454545,93.75,51.98863636363636,31.25,37.5,45.45454545454545,93.75,51.98863636363636
"Harvard Global Research and Support Services, Inc.",harvard_global,-,-,-,-,0.0,-,-,-,-,0.0
Health Development Initiative,hdi,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Health Insurance Fund,hif,50.0,75.0,0.0,100.0,56.25,50.0,75.0,0.0,100.0,56.25
Health Poverty Action,hpa,-,-,-,-,0.0,-,-,-,-,0.0
HealthNet TPO,healthnet,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
HealthProm,hp_12,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Healthright International-Kenya,hri,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Healthy Entrepreneurs Foundation,hefoundation,100.0,100.0,40.0,100.0,85.0,100.0,100.0,40.0,100.0,85.0
Heartland Alliance International,ha-i,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Heifer International South Africa,hsa,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Heifer Nederland,heifernederland,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
HelpAge International,helpage_international,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
HelpAge International UK,ageintl,30.76923076923077,100.0,17.94871794871795,100.0,62.17948717948718,30.76923076923077,100.0,17.94871794871795,100.0,62.17948717948718
Helvetas Swiss Intercooperation,hsi,-,-,-,100.0,25.0,-,-,-,100.0,25.0
Hiber for Electronic Media,7iberdotcom,-,-,-,-,0.0,-,-,-,-,0.0
Higher Population Council,hpc,-,-,-,-,0.0,-,-,-,-,0.0
HiiL innovating Justice,hiil_mfa,72.72727272727273,54.54545454545454,88.88888888888889,100.0,79.04040404040404,72.72727272727273,54.54545454545454,88.88888888888889,100.0,79.04040404040404
Hilfswerk Austria Zimbabwe,hwa-zm,-,-,-,-,0.0,-,-,-,-,0.0
Hivos,stichting_hivos,46.51162790697674,44.18604651162791,68.75,37.2093023255814,49.16424418604652,46.51162790697674,44.18604651162791,68.75,37.2093023255814,49.16424418604652
HM Revenue and Customs,cbu_hmrc,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
HM Treasury,hmtfitb,100.0,0.0,-,33.33333333333333,33.33333333333333,100.0,0.0,-,33.33333333333333,33.33333333333333
Homeless International,hi,14.285714285714285,100.0,60.0,14.285714285714285,47.14285714285714,14.285714285714285,100.0,60.0,14.285714285714285,47.14285714285714
Hope and Homes for Children,hhc,-,-,-,-,0.0,-,-,-,-,0.0
Hope for Children,hfc,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Horizons for Green Development,horizons,-,-,-,-,0.0,-,-,-,-,0.0
Hospice Africa Ltd,hauk,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
HRWG Indonesia,hrwg_indonesia,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
HTSPE,htspe,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Huairou Commission,hc2022,16.666666666666664,83.33333333333334,100.0,100.0,75.0,16.666666666666664,83.33333333333334,100.0,100.0,75.0
Human Relief Foundation,hrf,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Humanitarian Quality Assurance Initiative,hqai,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
I Choose Life Africa,ke-ngc-3372,-,-,-,-,0.0,-,-,-,-,0.0
Ibrahimia Media Center,imc-2021,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ICA:UK,icauk,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
ICCO Cooperation,icco-cooperation,100.0,0.0,-,100.0,50.0,100.0,0.0,-,100.0,50.0
ICF Consulting Services Ltd,icf,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
ICLEI Colombia,iclei,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
ICS,ics,-,-,-,-,0.0,-,-,-,-,0.0
IDB Invest,idbinvest,61.06816584680252,0.0,100.0,100.0,65.26704146170063,61.06816584680252,0.0,100.0,100.0,65.26704146170063
iDE,ide,0.0,0.0,100.0,25.0,31.25,0.0,0.0,100.0,25.0,31.25
IDEO.org,ideo_org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDH Investment Management B.V.,idh_im,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
IDH THE SUSTAINABLE TRADE INITIATIVE,idh-ghana,0.0,-,-,100.0,25.0,0.0,-,-,100.0,25.0
"IDH, the Sustainable Trade Initiative",idh,100.0,98.21428571428571,14.285714285714285,98.21428571428571,77.67857142857143,100.0,98.21428571428571,14.285714285714285,98.21428571428571,77.67857142857143
IDinsight,idinsight,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
IDOM INGENIERIA,idom_mx,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
IFOAM - Organics International,ifoam,0.0,0.0,100.0,7.8431372549019605,26.96078431372549,0.0,0.0,100.0,7.8431372549019605,26.96078431372549
Iftiin Foundation,iffoundation12,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
IGD Benin,igd_benin,-,-,-,-,0.0,-,-,-,-,0.0
IHE Delft Institute for Water Education,ihedelft,75.0,100.0,50.0,100.0,81.25,75.0,100.0,50.0,100.0,81.25
Iles de Paix,idp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ILGA Asia,ilgaasia,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
ILGA World,ilgaworld,-,-,-,-,0.0,-,-,-,-,0.0
IMA World Health,us-imawh,0.0,50.0,0.0,50.0,25.0,0.0,50.0,0.0,50.0,25.0
IMC WORLDWIDE,imcw_admin,4.424778761061947,71.55963302752293,5.714285714285714,93.80530973451327,43.876001809345965,6.1946902654867255,71.55963302752293,5.714285714285714,93.80530973451327,44.31847968545216
IMD Moçambique,imdmozambique,0.0,25.0,-,100.0,31.25,0.0,25.0,-,100.0,31.25
Imfact Working Capital Solutions Limited,imfact2022,-,-,-,-,0.0,-,-,-,-,0.0
IMPACT Initiatives,impact_initiatives,0.0,71.42857142857143,0.0,157.14285714285714,57.14285714285714,0.0,71.42857142857143,0.0,157.14285714285714,57.14285714285714
ImpactAssets Inc.,ia,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
"Imperial College of Science, Technology and Medicine",imperial,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Impunity Watch,iw_admin,33.33333333333333,33.33333333333333,0.0,100.0,41.666666666666664,33.33333333333333,33.33333333333333,0.0,100.0,41.666666666666664
Independent Medico-Legal Unit,imlu,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Index Initiative Foundation,iif,-,-,-,-,0.0,-,-,-,-,0.0
Indigo Trust,indtrust,-,-,-,-,0.0,-,-,-,-,0.0
